tc,phi_c,psi,RA,iota,DEC
0.7675793051454123,0.1121159990882273,1.8543805664115331,0.8767428995346902,1.7078383131549024,-0.13015249404916052
0.8126633642950849,2.5651835631089397,2.344888739514584,1.4647011849381744,1.9687764510088437,0.7134192799498593
0.9004162631630743,1.3881899324900355,1.6469648807116912,0.4063138830406703,0.20908030212846684,0.43090710314190694
0.3716998743954515,1.4387515484564302,1.9190393877596255,4.107295201801471,1.3387954381110456,-0.4558401902208633
0.28607512164492066,2.612665577144708,1.4197097754022847,0.4975508776247845,1.2162057352491749,0.5963631975232593
0.42905274831634277,2.4742829351681284,1.9714777039549887,5.147458277984044,1.7303544304478158,-0.636813613288661
0.7033535780413905,2.0827434700136775,0.0035261120743462385,2.8992336779724504,0.6446878946470419,-0.19728057573669222
0.25811473256775297,3.5393903558135844,0.7460067520240705,0.8421876913118111,2.0574970881779167,-0.2922510077748126
0.8583322056069205,3.1645421132016436,1.3918454535295453,5.288846630353614,0.7786997508397147,1.0983153292241146
0.6063411427638173,4.52616478473188,0.35221229711167884,3.4834378718922565,1.959344726139662,0.047482281181444375
0.054995091284604,5.298131157470462,1.9292400241799692,0.006455548588079993,1.7455262614707554,-0.3500994560890618
0.258547393762787,2.6034920274068742,0.6571763490071293,4.450148323790904,1.064928781190161,-0.2207069850066572
0.20173353576803266,2.6066161676420627,0.25968969094142363,5.059893056511929,1.2187005279851728,0.6735472570818617
0.875168504987074,3.6335137509548767,0.17836614688002286,0.12512492799879787,2.8733309851633555,-0.49690395862020287
0.39337271668831264,5.814390885118796,2.8050965422773997,5.144812903982819,1.3549302140673067,-0.840128224855273
0.25028522615474835,5.954527141101902,2.5470503228592363,5.585543110592559,2.06298360242644,1.3399609671804522
0.9782066370503766,0.5690662830702743,0.8722365293085778,5.656084939583743,1.5635615057064236,0.7733568018324837
0.7910616468905675,1.0849824420013103,2.1277918196598873,0.49701509327545795,1.8374465195433178,-1.02467203200146
0.0002744576451245706,5.599773275449376,1.0894628890829465,5.166383035116436,1.139522693550869,0.11420048839592889
0.650705065054394,4.876128955903549,1.198645585164778,3.919032780316245,2.9418592004311988,0.13206515794767837
0.4275038915672288,3.2577655753257377,2.2860263229888678,3.0277240712679117,1.9995139713827468,1.0686023434971754
0.851965447767902,1.215955154060841,1.661924922903468,5.031665711135901,1.0412489017063744,0.580028946906789
0.4337324466690704,3.217342823339519,0.2810228212001389,3.2717893608389605,1.2108478383240726,-0.693305875904781
0.4882294068625559,1.3925767520001866,2.8653153465581602,2.0717870330612245,0.8072406057071815,0.7553711817968378
0.03880872182014705,5.329489302727762,0.03831964431384979,3.8756640806894374,2.431951560265883,-0.08329568477845983
0.4065658696450647,0.7080746011870597,1.248361012431284,4.103504326344238,0.7769482925542892,-0.46315007880031045
0.11272882305477672,1.359459512649822,2.929448051615972,3.5492846794328456,1.2495537652577249,0.952316198587714
0.21962129637247796,1.2158634255812555,0.12233995668304429,4.263328840478626,2.750160732493355,-0.6603699347215806
0.30984350812883155,1.2334166459712315,1.9809851942214245,3.0779980221661405,2.2186805122886337,0.41316638706958186
0.2147988931533542,3.4871671020661394,2.407113577064669,1.617822508339951,1.3856605738616894,0.17638734972093006
