tc,phi_c,psi,RA,iota,DEC
0.45138534714025247,3.1649690095946568,3.364741381634947,5.91389091792255,1.9657257675605715,1.633464761494579
0.8422637028247424,4.859336457749506,2.745600308446019,6.165740984079639,1.1580774347185372,1.7920188119382567
0.4129517812994341,1.7947512171010678,1.714061702843515,3.7358676121896086,0.2122356873377034,2.439887508495044
0.8261654044692638,1.906946242741793,2.3525855315820525,5.115857100626633,0.5972603427071134,1.2916169154370025
0.4913968243941992,1.5844456301445038,1.7768465790649735,2.2884933340176326,2.4712443333684804,1.3892243916052087
0.8744472542303964,4.0062943149964765,1.8240074780013642,5.421038428440018,1.6465362399072352,1.7710906855755058
0.3078885111190074,3.5302402621904325,2.6442426336601295,0.6172669186979581,1.3067921067954091,0.2648681673582808
0.6703297079546346,4.226262990539958,3.15523789430406,3.929437315973391,2.3867653490530194,0.9617833926529805
0.5744934969423939,2.896209688234037,5.877058838838599,0.32518471384095343,0.9414300411013098,1.306479701681218
0.10862015085937304,3.514619769590504,4.847445705325887,4.451811351838914,1.2216923208480495,2.4749943983201432
0.07120798834738129,0.737373334716036,1.0315229974695614,4.164188343252878,2.158931222440193,2.5381772157711704
0.6890885064882093,4.981792436680788,2.066661824370646,1.3548404006780768,2.2942505641701945,1.3144335613731926
0.013863949110273888,0.17713282889689017,1.4036189750715187,0.3653247633793643,1.3504864616735757,1.6676355793583628
0.7084439416065562,1.729641749292259,4.069284006078875,1.5996228277067066,1.5126472922086258,0.6784218854739866
0.53522459693431,6.0193071044909745,5.910351122740479,5.175663805468526,1.3157592248561434,1.0770205335978043
0.2520825760630615,0.7019896386646186,5.798626941219293,1.6392406266048145,0.46938565846370645,1.8730498371124462
0.47134259775423537,4.40329013484737,0.6594248964932733,6.121650372154531,2.9435748597087787,1.2352913703257524
0.9027738257189037,5.928649591001088,0.5330546010211595,3.9012527526878844,0.8577061471051283,1.1827873880006943
0.6163187461715487,0.8927332698090146,2.85099825335693,1.016211239855038,0.2982331524642475,1.072856459696435
0.014335719303409378,5.534893594350629,4.611336232327738,2.340288062018572,0.6471241817964837,2.8549801529553482
0.2853305059569977,0.0069665984192093045,0.6553245344710062,0.6918428615721758,0.4202620185978096,1.5138286239374508
0.38965308987674796,0.9927848602130913,2.428343808269822,2.06772561141741,2.2736520390975636,0.7277196525663749
0.511586229199512,6.01835227736457,2.4915713071439476,2.0218965504519604,2.0646803132301037,1.946756766225743
0.7665130179689915,6.230533098296478,1.853908060545727,2.0219298293878634,0.8287030765658006,0.42038809422193607
0.24325400549067244,3.5153020691099046,6.2178083755266,2.908071635678779,0.7428074426779209,0.23262721219530136
0.8391239789242012,5.711556049118499,2.894150956037843,0.9446179242176431,1.6257076805109012,1.688441154690782
0.8341842602126897,3.6292349501149586,5.739150730788745,4.447543868317619,1.7065295754127217,0.7146364138772794
0.3530841878720752,5.8600191006005025,1.0639690660616103,5.503917116109678,0.44998182131649567,1.7538654575386905
0.8901847061149635,6.010991839210769,0.2824598315701075,3.1871197207467867,1.7836443775209276,1.8757298721663311
0.46079637359853853,4.846901650369606,2.775320890970268,2.6936841242924094,2.4623223405018813,2.5120287162043793
0.24488070213789948,3.1576306157062004,6.275362565468526,0.06679923836338401,0.861269846776476,2.1286767004290157
0.6769722529184385,1.1027890571369774,4.198678103391246,1.6699732037328052,0.5662424133375218,1.7466163009161648
0.6581766097928972,4.472430291053068,1.9734905515081662,1.7256108932535197,0.8816464629129827,0.980436494121039
0.4398379042517343,5.861995921048796,1.2507949000040508,4.203735838900641,2.0964918637925773,0.9527681053440099
0.568134503791569,4.793792547947924,2.2141747045529887,0.23638302978880957,1.3611374886185148,2.1712924161379528
0.31225011244354384,2.72245233507166,1.9744010501097309,3.182200880843932,1.2931351238058233,0.6873434025784684
0.8853240036092073,0.4357699843237684,1.7592769621158044,5.4719176907321305,1.3354334474563425,2.0402661061735143
0.7423098158941942,4.37626943069314,5.4581149302684615,1.7727290531093758,1.6630310211960815,0.8111374055994574
0.9606106953035369,2.1840501070889697,4.3310667418589865,2.113295580499237,2.8475091656708424,2.681591301387761
0.1355997604383824,0.9518720209180046,3.5158097724872355,3.1234462896979585,1.7835803801146504,0.6354876407619828
0.5348690125383128,0.17473732891359842,2.5066734484039763,3.5337825099219056,1.1187711679534451,2.0925471405081684
0.8529514946697825,1.2084856311468215,0.7690164062753179,1.9016762913311347,0.6458203192120079,1.9096890146604493
0.7044978224172903,1.569012014208884,2.8626581583887307,1.2053923000925972,1.3132748611991396,0.7595268885038164
0.4739973121305512,3.9468463865746855,1.3132077924854637,5.755711122881468,2.516718627898136,2.6697920512337108
0.739530830555281,0.896031398408809,5.7014850868891545,4.098680898300674,0.1581733438508643,1.6341426269266917
0.23735460004530584,0.03388734745070419,4.079724624402965,2.294911866190442,1.0349798895115003,1.6811329612988897
0.5022631898260898,5.54353843311859,5.2157575403679655,0.3286327972231879,2.310402331834893,2.079765116699936
0.10782799605290283,2.119389946796473,1.3490745691504866,5.287846108933251,1.1941892698623482,1.602162579619089
0.42621006221303326,0.7151404050697124,2.213899588527745,3.4668941392293178,2.3056738181561176,0.21111935641379484
0.7624767176950729,3.985489158330879,4.836458246036018,1.3031225773193857,1.6297423320508488,1.256320371002394
0.6898643572086426,0.9129090950774393,5.332930179284918,1.6822212797937737,0.8400352575555234,2.050515036114616
0.8181834827479711,0.9952326646276165,4.379072513216022,1.0108244667360227,2.7455711972023544,2.6136849015999726
0.1382183491687915,0.8867717191487556,1.8725209059739336,2.2212871863353163,2.0452000937504975,1.8605169895696416
0.27146435583674144,2.6532650679393184,5.902859485919651,0.8208010039202747,2.209952190235463,1.021557480165479
0.10710101078345202,5.713883324342424,0.04926499945138823,2.446392357164124,1.633465079417789,2.058827001065782
0.9951828528489416,3.682032325116824,3.775737049840365,4.039504446771258,2.264995884284983,2.4595641328212743
0.3656580076353506,4.203540743028744,4.35867419247516,2.19619509248862,1.3579174568634815,1.6930544356836048
